"scenario","US_phase_pol","US_price_pol","US_cp_pol","CN_phase_pol","CN_price_pol","CN_cp_pol","IN_phase_pol","IN_price_pol","IN_cp_pol","RGS_phase_pol","RGS_price_pol","RGS_cp_pol","RGN_phase_pol","RGN_price_pol","RGN_cp_pol","learning_solar","learning_wind","lifetime_solar","lifetime_wind","lead_offshore","lead_onshore","lead_solar","lead_commission","lead_ccgt","lead_coal","cf_wind","cf_solar","discr","elec_demand","ccgt_price","coal_price","tech_potential"
"S3_434",0.01,1,0.48,0.86,0.84,0.68,0.53,0.66,0.58,0.01,0.59,0.96,0.48,0.63,0.81,0.0290697674418603,0.207317073170732,0.3621,0.2941,0.6165,0.985,0.271717171717172,0.43,0.422,0.734,0.808181818181818,0.150810810810811,0.274,0.051,0.198,0.032,0.496
"S3_435",0.36,0.85,0.63,0.82,0.52,0.4,0.45,0.3,0.74,0.26,0.88,0.15,0.49,0.7,0.07,0.424418604651163,0.365853658536585,0.7605,0.9716,0.555,0.578,0.647474747474748,0.649,0.387,0.426,0.110909090909091,0.938378378378378,0.031,0.939,0.435,0.543,0.428
"S3_436",0.55,0.18,0.09,0.41,0.47,0.69,0.26,0.38,0.06,0.82,0.06,0.59,0.47,0.22,0.77,0.116279069767442,0.829268292682927,0.8433,0.1439,0.0329999999999999,0.623,0.254545454545455,0.537,0.999,0.558,0.848181818181818,0.704054054054054,0.899,0.104,0.016,0.688,0.684
"S3_437",0.13,0.84,0.64,0.19,0.54,0.48,0.17,0.49,0.03,0.06,0.52,0.7,0.16,0.27,0.54,0.424418604651163,0.182926829268293,0.7679,0.8181,0.322,0.002,0.684848484848485,0.409,0.05,0.567,0.516363636363636,0.80027027027027,0.928,0.846,0.974,0.594,0.993
"S3_438",0.63,0.01,0.75,0.57,0.66,0.48,0.37,0.32,0.96,0.88,0.8,0.91,0.83,0.59,0.3,0.947674418604651,0.865853658536585,0.7503,0.5068,0.649,0.425,0.611111111111111,0.955,0.615,0.293,0.711818181818182,0.926216216216216,0.096,0.247,0.009,0.225,0.281
"S3_439",0.7,0.96,0.3,0.32,0.08,1,0.17,0.35,0.59,0.89,0.11,0.38,0.19,0.07,0.99,0.970930232558139,0.347560975609756,0.5663,0.0771000000000001,0.1755,0.367,0.893939393939394,0.248,0.361,0.536,0.710909090909091,0.944864864864865,0.183,0.817,0.28,0.227,0.578
"S3_440",0.96,0.88,0.85,0.58,0.47,0.02,0.42,0.61,0.18,0.31,0.64,0.58,0.06,0.71,0.54,0.75,0.24390243902439,0.9819,0.3004,0.7225,0.162,0.13030303030303,0.43,0.889,0.383,0.313636363636364,0.49,0.524,0.824,0.398,0.379,0.034
"S3_441",0.03,0.8,0.02,0.76,0.74,0.86,0.6,0.58,0.36,0.3,0.4,0.64,0.56,0.63,0.51,0.593023255813953,0.792682926829268,0.6595,0.9978,0.282,0.232,0.22020202020202,0.849,0.535,0.703,0.217272727272727,0.701891891891892,0.865,0.166,0.708,0.52,0.899
"S3_442",0.75,0.5,0.2,0.35,0.28,0.3,0.85,0.16,0.98,0.55,0.13,0.54,0.39,0.49,0.53,0.755813953488372,0.426829268292683,0.8732,0.0113,0.287,0.193,0.361616161616162,0.614,0.0669999999999999,0.404,0.923636363636364,0.13972972972973,0.619,0.54,0.684,0.667,0.602
"S3_443",0.73,0.59,0.62,0.52,0.65,0.87,0.02,0.01,0.75,0.33,0.91,0.98,0.89,0.33,0.6,0.0290697674418603,0.304878048780488,0.0873999999999999,0.3182,0.3925,0.493,0.0585858585858585,0.236,0.095,0.456,0.882727272727273,0.107567567567567,0.017,0.903,0.7,0.621,0.687
"S3_444",0.49,0.09,0.27,0.43,0.81,0.54,0.94,0.07,0.51,0.97,0.87,0.36,0.91,0.75,0.52,0.534883720930233,0.365853658536585,0.7401,0.155,0.252,0.436,0.885858585858586,0.036,0.243,0.512,0.0490909090909091,0.848378378378378,0.432,0.931,0.045,0.874,0.799
"S3_445",0.73,0.9,0.77,0.55,0.68,0.39,0.72,0.49,0.41,0.65,0.55,0.76,0.23,0.1,0.01,0.906976744186046,0.445121951219512,0.4223,0.6279,0.475,0.755,0.865656565656566,0.767,0.647,0.866,0.906363636363636,0.464864864864865,0.247,0.963,0.913,0.066,0.977
"S3_446",0.26,0.87,0.95,0.08,0.55,0.93,0.92,0.51,0.34,0.52,0.78,0.08,0,0.28,0.94,0.191860465116279,0.207317073170732,0.1768,0.362,0.1275,0.655,0.616161616161616,0.543,0.742,0.436,0.509090909090909,0.152972972972973,0.886,0.06,0.005,0.634,0.423
"S3_447",0.64,0.15,0.92,0.74,0.81,0.22,0.73,0.64,0.84,0.67,0.64,0.35,0.51,0.31,0.48,0.069767441860465,0.439024390243902,0.2329,0.3669,0.0129999999999999,0.607,0.963636363636364,0.553,0.285,0.793,0.777272727272727,0.910810810810811,0.021,0.134,0.934,0.58,0.417
"S3_448",0.79,0.95,0.06,0.45,0.06,0.39,0.39,0.91,0.3,0.16,0.27,0.89,0.85,0.2,0.01,0.593023255813953,0.317073170731707,0.2268,0.7245,0.608,0.528,0.881818181818182,0.454,0.04,0.647,0.59,0.593243243243243,0.545,0.669,0.273,0.121,0.535
"S3_449",0.9,0.15,0.98,0.14,0.05,0.12,0.9,0.1,0.9,0.45,0.21,0.13,0.79,0.26,0.98,0.232558139534884,0.48780487804878,0.4032,0.6699,0.521,0.241,0.311111111111111,0.621,0.642,0.891,0.739090909090909,0.459189189189189,0.391,0.216,0.593,0.12,0.57
"S3_450",0.14,0.23,0.89,0.68,0.97,0.23,0.25,0.18,0.51,0.13,0.98,0.01,0.17,0.95,0.87,0.0639534883720929,0.5,0.3873,0.3215,0.3025,0.786,0.748484848484848,0.085,0.27,0.256,0.854545454545454,0.241351351351351,0.979,0.832,0.253,0.793,0.293
"S3_451",0.59,0.69,0.99,0.74,0.02,0.67,0.45,0.05,0.86,0.03,0.12,0.27,0.6,0.8,0.91,0.186046511627907,0.115853658536585,0.989,0.3561,0.6825,0.914,0.952525252525253,0.116,0.765,0.889,0.567272727272727,0.71054054054054,0.082,0.772,0.328,0.753,0.415
"S3_452",0.63,0.04,0.87,0.56,0.86,0.5,0.31,0.55,0.02,0.9,0.05,0.94,0.24,0.04,0.83,0.0755813953488371,0.518292682926829,0.4643,0.5655,0.7935,0.835,0.0555555555555555,0.027,0.978,0.767,0.83,0.760540540540541,0.009,0.312,0.064,0.898,0.741
"S3_453",0.05,0.43,0.97,0.4,0.07,0.2,0.2,0.9,0.26,0.54,0.88,0.03,0.89,0.89,0.26,0.0988372093023255,0.0853658536585367,0.2608,0.6865,0.342,0.809,0.663636363636364,0.092,0.275,0.25,0.238181818181818,0.421891891891892,0.059,0.38,0.739,0.665,0.598
"S3_454",0.1,0.02,0.77,0.43,0.83,0.37,0.49,0.81,0.45,0.15,0.03,0.31,0.31,0.21,0.7,0.674418604651163,0.719512195121951,0.3816,0.2787,0.9565,0.472,0.231313131313131,0.329,0.359,0.193,0.77,0.342432432432432,0.848,0.708,0.744,0.591,0.754
"S3_455",0.69,0.16,0.63,0.94,0.98,0.24,0.06,0.6,0.62,0.39,0.7,0.47,0.46,0.05,0.79,0.75,0.853658536585366,0.0385000000000002,0.5381,0.752,0.893,0.957575757575758,0.669,0.434,0.956,0.684545454545454,0.435945945945946,0.33,0.529,0.405,0.924,0.149
"S3_456",0.65,0.49,0.03,0.8,0.89,0.06,0.96,0.42,0.97,0.11,0.95,0.84,0.57,0.25,0.31,0.75,0.213414634146341,0.1214,0.1726,0.814,0.363,0.767676767676768,0.394,0.737,0.983,0.526363636363636,0.65,0.492,0.354,0.215,0.915,0.935
"S3_457",0.58,0.24,0.78,0.96,0.34,0.84,0.48,0.34,0.47,0.47,0,0.33,0.36,0.78,0.8,0.569767441860465,0.24390243902439,0.5359,0.4331,0.9275,0.49,0.293939393939394,0.581,0.215,0.376,0.501818181818182,0.688648648648649,0.367,0.262,0.779,0.974,0.62
"S3_458",0.87,0.29,0.87,0.21,0.76,0.55,0.97,0.73,0.5,0.83,0.3,0.39,0.94,0.28,0.9,0.906976744186046,0.609756097560975,0.4446,0.1765,0.696,0.39,0.939393939393939,0.882,0.66,0.83,0.203636363636364,0.468378378378378,0.251,0.553,0.675,0.979,0.256
"S3_459",0.5,0.49,0.59,0.7,0.34,0.09,0.65,0.87,0.4,0.87,0.92,0.66,0.62,0.93,0.85,0.953488372093023,0.5,0.5876,0.5173,0.0209999999999999,0.82,0.0949494949494949,0.797,0.154,0.554,0.801818181818182,0.251621621621622,0.181,0.382,0.757,0.894,0.152
"S3_460",0.61,0.56,0.9,0.43,0.08,0.59,0.56,0.8,0.49,0.37,0.53,0.87,0.64,0.18,0.1,0.837209302325581,0.402439024390244,0.9146,0.7966,0.7115,0.547,0.713131313131313,0.16,0.15,0.6,0.529090909090909,0.0913513513513513,0.998,0.387,0.079,0.009,0.349
"S3_461",0.78,0.98,0.91,0.41,0.47,0.18,0.71,0.28,0.92,0.79,0.5,0.78,0.59,0.6,0.72,0.348837209302325,0.823170731707317,0.2233,0.1688,0.828,0.716,0.145454545454545,0.052,0.101,0.28,0.461818181818182,0.708918918918919,0.541,0.075,0.449,0.836,0.104
"S3_462",0.03,0.78,0.17,0.71,0.67,0.64,0.76,0.67,0.91,0.73,0.06,0.16,0.18,0.83,0.83,0.563953488372093,0.426829268292683,0.7177,0.1285,0.573,0.307,0.348484848484848,0.854,0.349,0.528,0.742727272727273,0.116216216216216,0.101,0.274,0.565,0.532,0.082
"S3_463",0.04,0.19,0.12,0.78,0.82,0.39,0.49,0.34,0.48,0.95,0.83,0.53,0.46,0.56,0.26,0.86046511627907,0.457317073170732,0.3089,0.5562,0.964,0.129,0.945454545454545,0.008,0.833,0.791,0.69,0.00459459459459445,0.916,0.596,0.898,0.208,0.306
"S3_464",0.51,0.65,0.73,0.49,0.96,0.8,0.3,0.79,0.07,0.78,0.71,0.72,0.51,0.01,0.94,0.11046511627907,0.164634146341464,0.8178,0.4577,0.579,0.184,0.703030303030303,0,0.618,0.323,0.351818181818182,0.668378378378378,0.667,0.983,0.926,0.322,0.481
"S3_465",0.69,0.48,0.34,0.13,0.04,0.67,0.56,0.11,0.16,0.91,0.58,0.69,0.08,0.29,0.93,0.406976744186046,0.920731707317073,0.7868,0.2105,0.7745,0.269,0.387878787878788,0.35,0.136,0.328,0.535454545454546,0.0743243243243242,0.111,0.486,0.409,0.437,0.793
"S3_466",0.07,0.22,0.13,0.26,0.81,0.66,0.7,0.96,0.04,0.39,0.92,0.76,0.92,0.97,0.35,0.848837209302325,0.335365853658537,0.9956,0.8443,0.1205,0.708,0.195959595959596,0.698,0.894,0.955,0.896363636363636,0.208918918918919,0.024,0.35,0.814,0.876,0.893
"S3_467",0.64,0.36,0.39,0.31,0.79,0.12,0.35,0.8,0.47,0.77,0.97,0.12,0.21,0.24,0.45,0.459302325581395,0.567073170731707,0.1199,0.6641,0.399,0.878,0.408080808080808,0.204,0.96,0.777,0.721818181818182,0.252702702702703,0.295,0.32,0.903,0.113,0.971
"S3_468",0.45,0.97,0.37,0.28,0.37,0.66,0.72,0.6,0.34,0.46,0.12,0.96,0.62,0.84,0.31,0.813953488372093,0.371951219512195,0.468,0.8542,0.305,0.0409999999999999,0.36969696969697,0.69,0.115,0.297,0.744545454545455,0.991891891891892,0.324,0.816,0.738,0.767,0.304
"S3_469",0.88,0.76,0.58,0.2,0.45,0.56,0.92,0.78,0.64,0.21,0.42,0.19,0.56,0.91,0.16,0.441860465116279,0.48780487804878,0.7845,0.1826,0.985,0.608,0.740404040404041,0.656,0.64,0.235,0.628181818181818,0.345945945945946,0.012,0.81,0.541,0.718,0.178
"S3_470",0.89,0.36,0.21,0.06,0.26,0.04,0.33,0.61,0.39,0.45,0.12,0.26,0.44,0.66,0.03,0.465116279069767,0.823170731707317,0.7997,0.8357,0.46,0.002,0.9,0.254,0.391,0.113,0.46,0.578378378378378,0.189,0.21,0.455,0.682,0.04
"S3_471",0.17,0.98,0.65,0.75,0.76,0.1,0.74,0.11,0.76,0.64,0.23,0.14,0.9,0.23,0.91,0.505813953488372,0.359756097560976,0.0808,0.7888,0.6445,0.751,0.2,0.711,0.21,0.21,0.802727272727273,0.215135135135135,0.49,0.473,0.376,0.196,0.085
"S3_472",1,0.89,0.15,0.26,0.23,0.44,0.13,0.1,0.71,0.03,0.35,0.89,0.96,0.43,0.27,0.994186046511628,0.5,0.0957999999999998,0.247,0.57,0.901,0.94949494949495,0.439,0.175,0.442,0.143636363636364,0.414864864864865,0.199,0.17,0.193,0.441,0.735
"S3_473",0.08,0.49,0.67,0.98,0.62,0.32,0.51,0.78,0.56,0.98,0.69,0.83,0.8,0.03,0.83,0.255813953488372,0.0487804878048781,0.7258,0.4899,0.2235,0.348,0.839393939393939,0.295,0.578,0.575,0.569090909090909,0.733513513513513,0.039,0.003,0.735,0.191,0.841
"S3_474",0.94,0.18,0.38,0.15,0.53,0.44,0.68,0.69,0.89,0.74,0.07,0.62,0.59,0.87,0.59,0.697674418604651,0.51219512195122,0.4097,0.6012,0.4435,0.979,0.862626262626263,0.512,0.408,0.101,0.789090909090909,0.322162162162162,0.726,0.114,0.489,0.911,0.846
"S3_475",0.99,1,0.25,0.84,0.14,0.57,0.73,0.86,0.32,0.07,0.69,0.8,0.13,0.99,0.3,0.837209302325581,0.798780487804878,0.0890000000000001,0.7309,0.3445,0.692,0.308080808080808,0.692,0.802,0.0779999999999998,0.680909090909091,0.207567567567568,0.253,0.84,0.168,0.711,0.019
"S3_476",0.89,0.52,0.89,0.13,0.06,0.58,0.71,0.58,0.42,0.02,0.48,0.82,0.2,0.22,0.48,0.680232558139535,0.475609756097561,0.1543,0.451,0.6805,0.445,0.501010101010101,0.786,0.836,0.431,0.308181818181818,0.340810810810811,0.138,0.294,0.119,0.315,0.285
"S3_477",0.6,0.19,0.23,0.77,0.31,0.2,0.61,0.69,0.92,0.63,0.65,0.05,0.57,0.2,0.8,0.0988372093023255,0.310975609756098,0.508,0.4486,0.298,0.846,0.898989898989899,0.706,0.917,0.742,0.137272727272727,0.803783783783784,0.658,0.954,0.138,0.382,0.453
"S3_478",0.94,0.79,0.24,0.4,0.95,0.3,0.16,0.82,0.57,0.08,0.93,0.22,0.99,0.55,0.17,0.66860465116279,0.98780487804878,0.65,0.3512,0.486,0.279,0.372727272727273,0.228,0.315,0.838,0.337272727272727,0.645405405405405,0.397,0.899,0.168,0.56,0.408
"S3_479",0.14,0.48,0.52,0.54,0.82,0.97,0.41,0.63,0.76,1,0.56,0.77,0.17,0.53,0.83,0.843023255813953,0.689024390243902,0.5507,0.3534,0.1915,0.973,0.0676767676767676,0.741,0.193,0.641,0.00818181818181829,0.0224324324324325,0.355,0.828,0.553,0.518,0.343
"S3_480",0.72,0.63,0.06,0.57,0.35,0.86,0.34,0.45,0.27,0.21,0.63,0.65,0.7,0.95,0.87,0.77906976744186,0.0670731707317074,0.2061,0.4431,0.612,0.863,0.42020202020202,0.73,0.541,0.168,0.218181818181818,0.975135135135135,0.575,0.218,0.837,0.75,0.332
"S3_481",0.19,0.34,0.82,0.71,0.87,0.86,0.53,0.14,0.64,0.75,0.06,0.44,0.15,0.28,0.36,0.366279069767442,0.560975609756097,0.7496,0.1975,0.361,0.683,0.347474747474747,0.908,0.884,0.805,0.0536363636363636,0.690810810810811,0.505,0.512,0.075,0.803,0.961
"S3_482",0.47,0.3,0.16,0.79,0.2,0.5,0.18,1,0.17,0.5,0.08,0.54,0.45,0.83,0.09,0.180232558139535,0.128048780487805,0.5609,0.922,0.4665,0.099,0.112121212121212,0.147,0.566,0.855,0.388181818181818,0.381081081081081,0.474,0.909,0.306,0.641,0.327
"S3_483",0.22,0.35,0.09,0.91,0.05,0.27,0.55,0.32,0.81,0.61,0.41,0,0.79,0.05,0.02,0.226744186046512,0.725609756097561,0.6306,0.0434000000000001,0.046,0.00800000000000001,0.429292929292929,0.603,0.134,0.879,0.666363636363636,0.0154054054054053,0.7,0.95,0.741,0.274,0.041
"S3_484",0.87,0.85,0.53,0.29,0.21,0.44,0.11,0.43,0.69,0.89,0.22,0.65,0.05,0,0.69,0.13953488372093,0.75609756097561,0.7577,0.472,0.449,0.141,0.701010101010101,0.376,0.075,0.305,0.940909090909091,0.198108108108108,0.633,0.985,0.528,0.614,0.678
"S3_485",0.82,0.08,0.52,0.6,0.93,0.71,0.8,0.46,0.98,0.6,0.47,0.49,0.28,0.88,0.26,0.0406976744186045,0.390243902439024,0.2203,0.8927,0.763,0.205,0.822222222222222,0.218,0.195,0.56,0.608181818181818,0.22027027027027,0.829,0.423,0.958,0.128,0.075
"S3_486",0.88,0.05,0.87,0.34,0.3,0.5,0.38,0.88,0.58,0.17,0.89,0.88,0.51,0.04,0.46,0.401162790697674,0.865853658536585,0.5265,0.5668,0.0249999999999999,0.556,0.233333333333333,0.049,0.633,0.222,0.275454545454545,0.224054054054054,0.926,0.203,0.727,0.474,0.623
"S3_487",0.52,0.47,0.57,0.94,0.46,0.02,0.15,0.48,0.3,0.94,0.52,0.64,0.78,0.57,0.14,0.38953488372093,0.439024390243902,0.2097,0.4835,0.852,0.742,0.319191919191919,0.774,0.774,0.555,0.836363636363636,0.502162162162162,0.596,0.946,0.364,0.398,0.221
"S3_488",0.06,0.1,0.45,0.38,0.97,0.36,0.66,0.76,0.09,0.69,0.97,0.69,0.91,0.38,0.01,0.715116279069767,0.981707317073171,0.7438,0.2746,0.379,0.451,0.845454545454545,0.167,0.486,0.775,0.435454545454545,0.959459459459459,0.378,0.046,0.579,0.069,0.804
"S3_489",0.48,0.81,0.76,0.91,0.88,0.39,0.22,0.24,0.68,0.52,0.07,0.6,0.27,0.72,0.19,0.436046511627907,0.347560975609756,0.1797,0.7022,0.699,0.419,0.336363636363636,0.237,0.186,0.631,0.753636363636364,0.954594594594595,0.309,0.055,0.72,0.081,0.074
"S3_490",0.6,0.74,0.43,0.91,0.69,0,0.73,0.72,0.93,0.11,0.94,0.36,0.5,0.6,0.54,0.796511627906977,0.158536585365854,0.0245999999999999,0.5932,0.8095,0.273,0.476767676767677,0.973,0.529,0.67,0.348181818181818,0.653783783783784,0.649,0.908,0.933,0.002,0.752
"S3_491",0.79,0.78,0.35,0.61,0.75,0.9,0.07,0.92,0.21,0.91,0.2,0,0.04,0.9,0.03,0.680232558139535,0.621951219512195,0.5101,0.8909,0.544,0.103,0.246464646464646,0.505,0.725,0.309,0.103636363636364,0.0124324324324325,0.279,0.616,0.775,0.413,0.208
"S3_492",0.75,0.86,0.14,0.81,0.23,0.81,0.71,0.67,0.06,0.3,0.63,0.75,0.27,0.69,0.36,0.517441860465116,0.268292682926829,0.6702,0.7667,0.093,0.689,0.988888888888889,0.726,0.596,0.933,0.979090909090909,0.305135135135135,0.428,0.466,0.438,0.162,0.419
"S3_493",0.87,0.64,0.49,0.15,0.59,0.91,0.78,0.13,0.29,0.27,0.67,0.27,0.65,0.92,0.34,0.656976744186046,0.225609756097561,0.8616,0.8702,0.7455,0.897,0.390909090909091,0.68,0.279,0.761,0.483636363636364,0.227027027027027,0.048,0.593,0.809,0.477,0.355
"S3_494",0.72,0.08,0.49,0.68,0.11,0.77,0.8,0.63,0.28,0.57,0.77,0.9,0.07,0.94,0.63,0.843023255813953,0.548780487804878,0.5429,0.2439,0.9215,0.988,0.252525252525253,0.144,0.202,0.81,0.0390909090909092,0.728108108108108,0.241,0.413,0.531,0.547,0.716
"S3_495",0.86,0.37,0.17,0.78,0.75,0.48,0.54,0.14,0.28,0.72,0.15,0.04,0.1,0.66,0.55,0.534883720930233,0.134146341463415,0.9672,0.1798,0.615,0.806,0.290909090909091,0.976,0.499,0.679,0.475454545454545,0.643783783783784,0.141,0.143,0.867,0.271,0.361
"S3_496",0.15,0.83,0.15,0.87,0.59,0.31,0.74,0.52,0.42,0.42,0.47,0.19,0.92,0.93,0.48,0.0639534883720929,0.140243902439025,0.9064,0.7454,0.8775,0.64,0.832323232323232,0.226,0.446,0.256,0.253636363636364,0.833783783783784,0.673,0.415,0.822,0.691,0.54
"S3_497",0.67,0.68,0.2,0.97,0.96,0.6,0.05,0.94,0.6,0.32,0.52,0.35,0.6,0.77,0.67,0.581395348837209,0.176829268292683,0.7451,0.2647,0.179,0.24,0.584848484848485,0.069,0.0269999999999999,0.58,0.28,0.785405405405405,0.893,0.147,0.42,0.831,0.824
"S3_498",0.6,0.25,0.85,0.28,0.28,0.42,0.08,0.19,0.19,0.32,0.7,0.61,0.94,0.18,0.24,0.145348837209302,0.304878048780488,0.7723,0.0888999999999999,0.077,0.862,0.364646464646465,0.587,0.496,0.0430000000000001,0.186363636363636,0.936216216216216,0.911,0.459,0.068,0.398,0.911
"S3_499",0.32,0.05,0.04,0.61,0.77,0.05,0.28,0.17,0.78,0.74,0.12,1,0.98,0.14,0.25,0.691860465116279,0.152439024390244,0.163,0.7777,0.873,0.255,0.911111111111111,0.137,0.118,0.944,0.819090909090909,0.797567567567568,0.154,0.14,0.497,0.523,0.856
"S3_500",0.67,0.96,0.51,0.7,0.55,0.63,0.49,0.04,0,0.65,0.03,0.16,0.2,0.98,0.85,0.127906976744186,0.146341463414634,0.3531,0.7731,0.503,0.6,0.223232323232323,0.203,0.985,0.676,0.672727272727273,0.632162162162162,0.816,0.299,0.265,0.242,0.555
